Ph-ID,Culture,Ph_cid,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,Active
445,Seville,62416,3,1,4,4,1,4,1,4,1,1,0,0,1,1,0,1,1,1,3,0,1,0,0,4,1,0,0,0,1,0,2,1,0,4,0,3,0,3,3,3,1,4,3,3,3,3,1,1,4,5,2,1
446,Seville,62416,5,1,1,4,1,4,1,5,3,1,0,0,0,0,0,0,0,1,1,0,1,1,0,4,1,0,0,0,2,0,0,1,0,1,0,3,4,3,1,3,1,3,3,3,3,3,3,1,4,5,2,1
447,Seville,62416,3,1,3,4,1,4,1,5,1,1,0,0,1,1,0,1,4,1,2,0,1,0,0,3,1,0,0,0,1,0,1,2,0,4,0,3,0,3,1,3,1,2,3,3,6,3,2,1,4,5,3,1
448,Cadiz,10572,4,1,3,5,1,4,4,1,1,2,1,4,1,1,1,0,1,1,3,1,0,0,0,0,0,0,0,0,1,0,1,4,0,1,3,0,0,2,2,3,1,3,3,4,3,4,1,1,4,5,2,1
449,Seville,62416,5,1,1,4,1,3,6,1,1,1,1,4,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,2,0,0,4,0,1,4,0,0,2,3,3,1,3,3,3,4,3,1,2,3,6,2,1
451,Nehiyaw (Plains Cree),14125,4,1,1,5,2,4,1,5,1,1,0,0,0,0,0,0,0,1,3,0,1,0,1,2,4,0,1,1,1,0,0,4,1,1,0,3,0,1,1,1,1,1,1,1,1,1,7,1,4,1,2,1
452,Nehiyaw (Plains Cree),14125,3,1,1,5,1,4,1,7,1,1,0,0,0,0,0,0,0,1,3,0,1,0,0,2,4,0,0,0,1,0,0,2,0,3,0,4,0,3,1,1,1,3,1,2,2,2,7,1,3,4,2,1
453,Nehiyaw (Plains Cree),14125,1,1,3,5,1,4,1,6,1,0,0,0,0,1,0,1,1,0,1,0,3,0,0,0,4,0,0,0,0,0,1,3,0,2,0,4,0,3,1,2,1,3,2,2,2,2,6,2,3,6,2,1
454,Nehiyaw (Plains Cree),14125,3,1,1,5,1,4,1,6,1,1,0,0,0,0,0,0,0,1,2,0,1,0,0,3,4,0,0,0,1,0,0,3,0,2,0,4,0,3,1,3,1,3,2,2,1,3,6,1,3,5,2,1
455,Nehiyaw (Plains Cree),14125,2,1,4,3,4,6,1,3,1,1,0,0,1,1,0,1,4,1,2,0,1,0,1,1,3,0,1,1,1,0,1,3,1,4,0,2,0,1,1,1,1,1,1,1,1,1,7,1,5,1,2,1
456,Nehiyaw (Plains Cree),14125,5,1,1,4,4,4,1,4,1,4,0,0,0,0,0,0,0,1,2,0,1,0,1,3,1,0,1,1,1,0,0,4,1,3,0,4,0,2,1,2,1,3,3,2,1,3,6,1,4,5,2,1
457,Nehiyaw (Plains Cree),14125,4,1,4,4,2,4,1,4,1,1,0,0,1,4,0,1,1,1,1,0,1,0,1,3,2,0,1,1,1,0,1,4,1,1,0,4,0,2,1,1,1,2,2,1,4,2,7,1,5,4,2,1
458,Ekonda Mongo,15027,3,1,3,5,1,4,1,5,1,1,0,0,1,1,0,1,1,1,2,0,4,0,0,1,3,0,0,0,3,0,1,4,0,1,0,1,0,3,1,3,1,3,2,3,3,4,1,3,4,5,2,1
459,Ekonda Mongo,15027,3,1,3,5,1,3,1,5,1,1,0,0,2,1,0,1,1,1,1,0,3,0,0,1,4,0,0,0,1,0,1,4,0,1,0,3,0,4,1,3,1,1,1,1,5,3,1,4,4,3,2,1
460,Ekonda Mongo,15027,3,1,1,5,4,3,1,5,1,1,0,0,0,0,0,0,0,2,4,0,1,0,1,1,3,0,1,1,1,0,0,4,3,3,0,1,0,3,1,3,1,3,2,2,4,4,2,3,4,6,2,1
461,Ekonda Mongo,15027,4,1,3,4,3,3,1,4,1,1,0,0,1,1,0,2,1,1,1,0,1,0,1,3,4,0,1,1,3,0,1,1,4,4,0,1,0,3,1,3,1,3,2,3,3,3,2,3,5,6,2,1
462,Ekonda Mongo,15027,4,1,3,4,3,4,1,4,1,4,0,0,1,1,0,2,1,1,3,0,1,0,1,1,1,0,1,1,1,0,1,4,1,1,0,1,0,3,1,3,1,3,4,2,3,4,1,1,5,5,2,1
463,Ekonda Mongo,15027,5,1,3,5,3,3,1,4,1,1,0,0,1,2,0,1,1,1,1,0,1,0,1,3,4,0,1,1,1,0,1,4,3,2,0,1,0,3,1,3,1,3,2,3,3,4,3,2,5,6,2,1
464,Ekonda Mongo,15027,3,1,4,3,3,4,1,4,1,1,0,0,1,1,0,2,4,1,1,0,1,0,1,3,1,0,1,1,1,0,1,4,3,1,0,1,0,3,1,2,1,3,4,2,3,4,2,2,5,6,2,1
465,Ekonda Mongo,15027,3,1,3,5,3,3,1,4,1,1,0,0,1,1,0,1,1,1,2,0,1,0,1,4,3,0,1,1,1,0,1,4,1,2,0,3,0,3,1,3,1,3,2,2,3,4,3,2,5,6,2,1
466,Ekonda Mongo,15027,3,1,3,4,2,5,1,4,1,1,0,0,1,1,0,4,1,1,1,0,1,0,1,3,2,0,1,1,4,0,1,4,1,3,0,1,0,3,1,3,1,3,2,3,3,4,2,2,5,6,2,1
467,Ekonda Mongo,15027,4,1,3,4,2,3,1,4,1,1,0,0,1,1,0,1,3,2,1,0,1,0,1,1,4,0,1,1,4,0,1,4,2,1,0,1,0,3,1,3,1,3,3,3,3,4,2,2,5,6,2,1
468,Nehiyaw (Plains Cree),14125,3,1,1,4,3,5,1,5,1,1,0,0,0,0,0,0,0,1,4,0,1,0,1,2,3,0,1,1,1,0,0,4,1,3,0,3,0,1,1,1,1,1,1,1,1,1,7,1,4,1,2,1
